battery_power,ram,price_range
1724,3056,1
852,2253,0
1770,3785,1
987,3963,1
668,2399,0
802,3063,1
1991,1511,0
1035,3991,1
1593,1354,0
582,2977,1
1661,591,0
579,2908,1
667,2855,1
1138,3475,1
950,1095,0
1497,1329,1
1965,3535,1
1179,340,0
1122,3291,1
1576,1379,0
1002,961,0
1202,595,0
1462,824,0
625,3323,1
1396,1386,0
790,3169,1
1108,1229,0
1724,2822,1
1035,3548,1
1093,1869,0
1413,515,0
1885,1277,0
1090,3839,1
1403,921,0
1414,2290,0
1876,3132,1
1976,2470,1
869,3864,1
1391,3139,1
732,3681,1
1453,2373,1
1451,3038,1
672,1403,0
665,690,0
832,3317,1
1569,1260,0
1447,471,0
1129,1857,0
712,401,0
1676,2515,1
626,3458,1
1889,3672,1
852,1275,0
1375,1947,0
1753,1445,0
1663,1336,0
1276,3798,1
1778,1624,0
528,3256,1
984,898,0
1547,1620,0
1362,3629,1
1732,3940,1
726,1342,0
1352,1309,0
865,3494,1
553,2981,1
1895,774,0
1043,912,0
1135,3029,1
1908,2944,1
1288,3129,1
622,3916,1
673,2719,1
1132,1950,0
907,584,0
1960,3773,1
798,3593,1
843,1734,0
1142,663,0
841,2942,1
1379,1693,0
840,3486,1
1536,2020,1
1397,1378,0
932,3817,1
1722,3271,1
819,1814,0
1208,2201,0
1631,301,0
1896,3684,1
685,728,0
1674,2030,1
753,3484,1
950,1305,0
1811,2610,1
652,565,0
799,431,0
1644,2360,1
569,2351,0
772,422,0
608,2517,0
538,417,0
589,2113,0
1157,2885,1
1695,446,0
727,3654,1
1237,2528,1
1130,1018,0
1253,3518,1
1936,1671,0
1562,2243,1
1531,2524,1
1172,1107,0
600,3441,1
1432,504,0
713,1462,0
1494,3614,1
1945,3015,1
1478,1141,0
1827,2693,1
1954,3438,1
1768,3256,1
1369,3856,1
1804,3472,1
651,2244,0
1872,2419,1
1345,1322,0
1312,1087,0
772,2782,1
1309,2334,1
825,716,0
1335,3615,1
1802,696,0
1996,2236,1
1926,2488,1
586,3178,1
912,1321,0
1520,3826,1
788,3969,1
1953,2334,1
1809,2784,1
921,3153,1
731,1774,0
1403,3371,1
1938,3497,1
868,1519,0
705,1509,0
757,3237,1
1840,1078,0
1790,3568,1
625,2929,1
507,1702,0
803,2801,1
983,1389,0
504,2085,0
1832,2978,1
1498,577,0
1371,3034,1
1149,3755,1
1261,1365,0
558,392,0
534,2706,1
1487,2563,1
1497,3696,1
1262,3248,1
1128,1434,0
1949,1433,0
1828,2280,1
1528,733,0
1142,1273,0
1996,1258,0
821,3185,1
1772,1834,0
932,1459,0
1336,1869,0
1284,2197,0
1426,2562,1
832,3946,1
772,929,0
757,3433,1
879,349,0
1977,2641,1
1659,545,0
846,2248,1
759,968,0
1496,3571,1
1348,3914,1
1692,3779,1
774,2944,1
1485,2147,1
1697,441,0
637,2725,1
1911,3057,1
1614,3914,1
1164,3309,1
1413,3878,1
864,3964,1
1347,2456,1
1003,1798,0
1097,509,0
1663,2084,1
1191,1028,0
1923,2479,1
1537,2857,1
1422,509,0
1678,574,0
1231,1762,0
569,2651,0
1830,3362,1
1660,2424,1
877,3260,1
911,363,0
909,3187,1
1004,3772,1
1606,3437,1
530,1229,0
571,2587,0
1778,1214,0
1583,1704,1
709,3568,1
701,1756,0
1725,1243,0
1283,2698,1
1994,3622,1
1231,3119,1
839,3835,1
1664,1968,1
1723,3587,1
1616,657,0
1849,3330,1
860,1870,0
1064,654,0
1760,2549,1
984,841,0
510,3919,1
1821,1411,0
1402,347,0
1002,1295,0
767,527,0
1494,1208,0
958,1417,0
1448,1175,0
511,1484,0
1569,3672,1
787,2934,1
648,3124,1
1177,311,0
1318,1780,0
1211,2750,1
645,714,0
506,2965,1
727,1891,0
1177,1887,0
1974,861,0
1547,2059,1
1562,2096,1
614,3487,1
1368,2941,1
1071,3393,1
501,3077,1
999,1344,0
752,3860,1
1239,417,0
571,2598,0
1868,3131,1
1062,3803,1
728,834,0
682,2337,0
706,2419,0
725,1326,0
1698,1656,1
1492,2259,1
1628,3361,1
1702,435,0
652,1974,0
934,703,0
737,2951,1
1264,419,0
1494,3208,1
587,2746,1
894,3305,1
1373,3800,1
1448,593,0
618,2262,1
1892,2172,1
657,783,0
1138,2048,1
1547,505,0
1807,3726,1
1195,643,0
643,2096,0
501,2346,0
1362,995,0
1076,2355,1
1366,3501,1
689,3585,1
595,3752,1
1564,1496,0
1446,3340,1
1602,3622,1
1667,635,0
959,3328,1
1597,934,0
1753,1112,0
596,2505,0
831,1075,0
1090,1352,0
1515,3104,1
1150,1610,0
1871,2144,1
703,1472,0
977,1206,0
1554,3635,1
1248,2454,1
1922,3564,1
1719,2610,1
1882,3579,1
1059,3716,1
797,2216,0
1414,312,0
1588,3272,1
1224,506,0
1180,1464,0
1009,2286,1
838,3554,1
600,3495,1
1342,2746,1
538,2215,0
1350,2287,0
875,702,0
1926,3809,1
1000,862,0
1986,1377,0
1751,1155,0
1731,3892,1
1569,3538,1
1802,1885,1
659,2044,0
1320,542,0
841,957,0
1634,3031,1
519,3763,1
1946,3117,1
1472,985,0
748,1974,0
1924,3423,1
1689,2766,1
1725,3429,1
802,3713,1
531,2958,1
1540,1161,0
1845,1731,0
1958,3064,1
1783,387,0
768,1145,0
1356,3451,1
924,1620,0
1783,1816,1
1820,2481,1
1097,2219,1
1759,2107,1
1837,2294,1
1670,3024,1
664,3774,1
877,2004,0
1439,1790,0
984,2013,0
1481,2945,1
862,3458,1
1039,3105,1
1883,3724,1
807,2319,0
1444,2540,1
1763,2066,0
1692,1354,0
1234,3351,1
1072,2715,1
1872,1955,1
1344,2074,0
913,2278,0
1083,1543,0
1939,1047,0
659,2190,0
1180,348,0
704,1122,0
719,3990,1
904,2814,1
1457,1440,0
742,3557,1
1476,1529,1
1279,1150,0
1265,1362,0
1549,799,0
1871,2727,1
1991,1861,0
1445,1099,0
1633,511,0
1807,1069,0
1408,3162,1
1406,3915,1
835,1181,0
948,3499,1
1742,1947,1
1163,2940,1
1554,509,0
1206,1825,1
1544,489,0
644,2382,1
654,1036,0
1424,2658,1
1431,461,0
986,1149,0
1965,2973,1
915,378,0
843,2341,0
1077,1965,0
600,1655,0
1784,2313,1
591,704,0
1408,3952,1
1807,2921,1
1349,2462,1
1949,1125,0
537,2029,0
815,3469,1
1101,2196,0
1934,2190,1
1283,773,0
1479,3323,1
922,1464,0
1142,1747,0
966,2574,1
561,2974,1
965,1138,0
1576,3220,1
1266,1687,1
1851,735,0
1515,262,0
1975,2998,1
786,2390,1
1331,1026,0
622,3183,1
1046,3863,1
1308,3355,1
1469,1687,0
1918,1369,0
823,294,0
1517,2822,1
1493,2083,1
1266,2532,1
825,3534,1
627,896,0
1087,690,0
1796,3577,1
1224,3796,1
862,278,0
1006,909,0
995,609,0
965,2343,1
1699,1181,0
1720,2522,1
1526,3317,1
1902,940,0
1454,1713,0
625,3801,1
581,354,0
767,2317,1
1765,3695,1
1551,3844,1
518,2832,1
1021,2631,1
867,790,0
1940,2297,1
936,2391,1
633,1401,0
645,3615,1
1561,1783,1
713,928,0
856,2439,0
851,1005,0
642,435,0
1278,3142,1
1207,503,0
1654,1070,0
1883,3563,1
564,2227,0
1969,315,0
1747,3105,1
1920,3943,1
612,3282,1
1470,1633,1
717,629,0
1623,1510,1
1680,1459,0
1449,2036,0
1514,1037,0
742,292,0
1170,715,0
1112,3655,1
1811,348,0
1806,3142,1
1640,337,0
1420,763,0
609,1905,0
1330,3269,1
1227,1324,0
946,2104,0
1426,1356,0
1325,3707,1
1791,594,0
1935,455,0
797,2052,0
1083,681,0
1868,298,0
601,2651,1
1831,1133,0
1416,3872,1
1998,2311,1
1830,1905,1
1619,1641,0
1713,1513,0
1792,2563,1
1442,1513,1
1841,2304,1
536,1211,0
1660,2402,1
1552,2606,1
1694,2298,1
934,1017,0
1542,3601,1
1020,1142,0
1831,2460,1
1744,345,0
825,3278,1
1925,2173,1
504,701,0
1299,1412,0
854,3115,1
798,2965,1
1077,3454,1
1672,1348,0
1579,1713,0
1944,2322,1
1137,3616,1
1119,3520,1
1290,1214,0
676,2064,0
1822,2577,1
1425,590,0
1851,2678,1
1698,2992,1
1689,2637,1
1652,3592,1
999,1598,0
1122,1402,0
1642,2984,1
1860,3918,1
967,3076,1
1673,3669,1
880,1414,0
1872,2295,1
592,1507,0
1221,2638,1
957,1898,0
1777,1552,0
1063,961,0
1367,299,0
1836,3072,1
808,1082,0
1596,2493,1
1546,267,0
1981,1380,0
1713,2406,1
657,1412,0
1929,1913,0
508,2175,0
848,436,0
1007,3648,1
1661,864,0
1540,1591,0
812,3102,1
1689,1172,0
819,1094,0
1703,1046,0
1652,2338,1
864,1904,0
1347,2484,1
1221,2438,1
1488,3054,1
1343,462,0
793,2296,0
1058,418,0
1191,1604,0
1483,1851,0
1619,464,0
1036,2101,0
1263,1183,0
826,1907,0
865,2361,1
1869,1375,0
1472,797,0
1762,1896,0
1009,1716,0
598,3066,1
1875,2712,1
1043,1183,0
702,2955,1
1715,1633,1
1866,373,0
1479,3762,1
1872,724,0
857,3100,1
1187,3917,1
1934,2940,1
1741,3387,1
1154,978,0
1520,3233,1
516,819,0
1366,3869,1
668,1201,0
1577,2967,1
1068,1803,0
936,2049,0
1162,1652,0
1117,1999,0
551,1414,0
1733,3488,1
1339,867,0
742,331,0
1747,2362,1
1965,2032,1
1512,3002,1
1082,2177,0
1281,1129,0
1456,3624,1
1445,1441,0
961,2981,1
1715,1249,0
1135,3204,1
1042,3215,1
535,740,0
1225,2423,1
1546,3521,1
527,1302,0
1562,2829,1
1271,445,0
1303,2219,1
1699,3796,1
1081,325,0
714,2302,0
1349,2367,0
1992,3206,1
989,1737,0
765,2243,1
644,1262,0
1160,595,0
581,2819,1
531,2331,0
1254,3011,1
1913,2023,1
1726,1868,1
1977,1971,1
796,1075,0
1549,1998,1
574,3269,1
818,2518,1
827,1663,0
724,2311,1
803,2680,1
1126,3739,1
1170,2366,0
560,2360,0
956,3700,1
748,2126,0
1973,1993,1
772,2819,1
543,933,0
969,641,0
1554,2184,1
987,1454,0
1028,1424,0
1808,2736,1
896,1060,0
1640,3235,1
1837,770,0
1758,1897,1
1327,872,0
1527,2078,1
1754,3019,1
1831,3834,1
628,1337,0
892,1241,0
1979,411,0
1742,1921,1
1290,879,0
687,3416,1
1044,1816,0
1968,2323,1
1973,639,0
994,3190,1
1648,1184,0
708,2169,0
1709,3283,1
1159,2115,1
513,1343,0
1314,3033,1
1662,3760,1
1745,2885,1
1898,2114,1
1880,3333,1
1642,1333,1
1933,838,0
595,1593,0
1034,3625,1
891,2073,0
614,1930,0
1521,3555,1
1414,3799,1
535,524,0
712,3612,1
1729,1519,0
539,3948,1
1083,3210,1
520,2753,0
662,2125,0
1597,2130,1
1653,3955,1
772,3242,1
667,2528,1
1218,1667,0
1010,2625,1
775,1719,0
1975,3022,1
589,362,0
1829,2080,1
1927,2916,1
635,2107,0
